From_Source,Securin-SBOM,Checkmarx-SBOM,CVE[Securin],License[Securin]
NA,pify@2.3.0,pify@2.3.0,NA,NA
NA,pinkie-promise@2.0.1,pinkie-promise@2.0.1,NA,NA
NA,pinkie@2.0.4,pinkie@2.0.4,NA,NA
NA,plugin-error@1.0.1,plugin-error@1.0.1,NA,NA
NA,png-js@1.0.0,png-js@1.0.0,NA,NA
NA,popper.js@1.16.1,popper.js@1.16.1,NA,NA
NA,posix-character-classes@0.1.1,posix-character-classes@0.1.1,NA,NA
NA,prelude-ls@1.1.2,prelude-ls@1.1.2,NA,NA
NA,pretty-hrtime@1.0.3,pretty-hrtime@1.0.3,NA,NA
NA,process-nextick-args@2.0.1,process-nextick-args@2.0.1,NA,NA
NA,pump@2.0.1,pump@2.0.1,NA,NA
NA,pump@3.0.0,pump@3.0.0,NA,NA
NA,pumpify@1.5.1,pumpify@1.5.1,NA,NA
NA,q@1.0.1,q@1.0.1,NA,NA
NA,queue-microtask@1.2.3,queue-microtask@1.2.3,NA,NA
NA,quote-stream@1.0.2,quote-stream@1.0.2,NA,NA
NA,raphael@2.3.0,raphael@2.3.0,NA,NA
NA,read-pkg-up@1.0.1,read-pkg-up@1.0.1,NA,NA
NA,read-pkg@1.1.0,read-pkg@1.1.0,NA,NA
NA,readable-stream@2.3.7,readable-stream@2.3.7,NA,NA
NA,readable-stream@3.6.0,readable-stream@3.6.0,NA,NA
NA,readdirp@2.2.1,readdirp@2.2.1,NA,NA
NA,rechoir@0.6.2,rechoir@0.6.2,NA,NA
NA,regex-not@1.0.2,regex-not@1.0.2,NA,NA
NA,regexp.prototype.flags@1.4.3,regexp.prototype.flags@1.4.3,NA,NA
NA,remove-bom-buffer@3.0.0,remove-bom-buffer@3.0.0,NA,NA
NA,remove-bom-stream@1.2.0,remove-bom-stream@1.2.0,NA,NA
NA,remove-trailing-separator@1.1.0,remove-trailing-separator@1.1.0,NA,NA
NA,repeat-element@1.1.3,repeat-element@1.1.3,NA,NA
NA,repeat-string@1.6.1,repeat-string@1.6.1,NA,NA
NA,replace-ext@1.0.1,replace-ext@1.0.1,NA,NA
NA,replace-homedir@1.0.0,replace-homedir@1.0.0,NA,NA
NA,require-directory@2.1.1,require-directory@2.1.1,NA,NA
NA,require-main-filename@1.0.1,require-main-filename@1.0.1,NA,NA
NA,resolve-dir@1.0.1,resolve-dir@1.0.1,NA,NA
NA,resolve-options@1.1.0,resolve-options@1.1.0,NA,NA
NA,resolve-url@0.2.1,resolve-url@0.2.1,NA,NA
NA,resolve@1.1.7,resolve@1.1.7,NA,NA
NA,resolve@1.17.0,resolve@1.17.0,NA,NA
NA,ret@0.1.15,ret@0.1.15,NA,NA
NA,reusify@1.0.4,reusify@1.0.4,NA,NA
NA,rimraf@3.0.2,rimraf@3.0.2,NA,NA
NA,run-parallel@1.2.0,run-parallel@1.2.0,NA,NA
NA,runtime.debian.8-x64.runtime.native.system.security.cryptography.openssl@4.3.3,NA,NA,NA
NA,runtime.debian.9-x64.runtime.native.system.security.cryptography.openssl@4.3.3,NA,NA,NA
NA,runtime.fedora.23-x64.runtime.native.system.security.cryptography.openssl@4.3.3,NA,NA,NA
NA,runtime.fedora.24-x64.runtime.native.system.security.cryptography.openssl@4.3.3,NA,NA,NA
NA,runtime.fedora.27-x64.runtime.native.system.security.cryptography.openssl@4.3.3,NA,NA,NA
NA,runtime.fedora.28-x64.runtime.native.system.security.cryptography.openssl@4.3.3,NA,NA,NA
NA,runtime.native.system.io.compression@4.1.0,NA,NA,NA
NA,runtime.native.system.net.http@4.3.1,NA,NA,NA
NA,runtime.native.system.security.cryptography.apple@4.3.1,NA,NA,NA
NA,runtime.native.system.security.cryptography.openssl@4.3.3,NA,NA,NA
NA,runtime.native.system.security.cryptography@4.0.0,NA,NA,NA
NA,runtime.native.system@4.0.0,NA,NA,NA
NA,runtime.native.system@4.3.1,NA,NA,NA
NA,runtime.opensuse.13.2-x64.runtime.native.system.security.cryptography.openssl@4.3.3,NA,NA,NA
NA,runtime.opensuse.42.1-x64.runtime.native.system.security.cryptography.openssl@4.3.3,NA,NA,NA
NA,runtime.opensuse.42.3-x64.runtime.native.system.security.cryptography.openssl@4.3.3,NA,NA,NA
NA,runtime.osx.10.10-x64.runtime.native.system.security.cryptography.apple@4.3.1,NA,NA,NA
NA,runtime.osx.10.10-x64.runtime.native.system.security.cryptography.openssl@4.3.3,NA,NA,NA
NA,runtime.rhel.7-x64.runtime.native.system.security.cryptography.openssl@4.3.3,NA,NA,NA
NA,runtime.ubuntu.14.04-x64.runtime.native.system.security.cryptography.openssl@4.3.3,NA,NA,NA
NA,runtime.ubuntu.16.04-x64.runtime.native.system.security.cryptography.openssl@4.3.3,NA,NA,NA
NA,runtime.ubuntu.16.10-x64.runtime.native.system.security.cryptography.openssl@4.3.3,NA,NA,NA
NA,runtime.ubuntu.18.04-x64.runtime.native.system.security.cryptography.openssl@4.3.3,NA,NA,NA
NA,safe-buffer@5.1.2,safe-buffer@5.1.2,NA,NA
NA,safe-regex@1.1.0,safe-regex@1.1.0,NA,NA
NA,safer-buffer@2.1.2,safer-buffer@2.1.2,NA,NA
NA,saturn@0.16.1,NA,NA,NA
NA,sax@1.2.4,sax@1.2.4,NA,NA
NA,scope-analyzer@2.1.2,scope-analyzer@2.1.2,NA,NA
NA,select2@4.0.13,select2@4.0.13,NA,NA
NA,semver-greatest-satisfied-range@1.1.0,semver-greatest-satisfied-range@1.1.0,NA,NA
NA,semver@5.7.1,semver@5.7.1,['CVE-2022-25883'],NA
NA,set-blocking@2.0.0,set-blocking@2.0.0,NA,NA
NA,set-immediate-shim@1.0.1,set-immediate-shim@1.0.1,NA,NA
NA,set-value@2.0.1,set-value@2.0.1,NA,NA
NA,shallow-copy@0.0.1,shallow-copy@0.0.1,NA,NA
NA,shepherd.js@10.0.1,shepherd.js@10.0.1,NA,NA
NA,slash@4.0.0,slash@4.0.0,NA,NA
NA,smoothscroll-polyfill@0.4.4,smoothscroll-polyfill@0.4.4,NA,NA
NA,snapdragon-node@2.1.1,snapdragon-node@2.1.1,NA,NA
NA,snapdragon-util@3.0.1,snapdragon-util@3.0.1,NA,NA
NA,snapdragon@0.8.2,snapdragon@0.8.2,NA,NA
NA,source-map-resolve@0.5.3,source-map-resolve@0.5.3,NA,NA
NA,source-map-url@0.4.0,source-map-url@0.4.0,NA,NA
NA,source-map@0.1.43,source-map@0.1.43,NA,NA
NA,source-map@0.5.7,source-map@0.5.7,NA,NA
NA,source-map@0.6.1,source-map@0.6.1,NA,NA
NA,sourcemap-codec@1.4.8,sourcemap-codec@1.4.8,NA,NA
NA,sparkles@1.0.1,sparkles@1.0.1,NA,NA
NA,sparklines@1.3.0,sparklines@1.3.0,NA,NA
NA,spdx-correct@3.1.1,spdx-correct@3.1.1,NA,NA
NA,spdx-exceptions@2.3.0,spdx-exceptions@2.3.0,NA,NA
NA,spdx-expression-parse@3.0.1,spdx-expression-parse@3.0.1,NA,NA
NA,spdx-license-ids@3.0.5,spdx-license-ids@3.0.5,NA,NA
NA,split-string@3.1.0,split-string@3.1.0,NA,NA
NA,ssr-window@4.0.2,ssr-window@4.0.2,NA,NA
NA,stack-trace@0.0.10,stack-trace@0.0.10,NA,NA
NA,static-eval@2.1.0,static-eval@2.1.0,NA,NA
NA,static-extend@0.1.2,static-extend@0.1.2,NA,NA
NA,static-module@3.0.4,static-module@3.0.4,NA,NA
NA,stream-exhaust@1.0.2,stream-exhaust@1.0.2,NA,NA
NA,stream-shift@1.0.1,stream-shift@1.0.1,NA,NA
NA,streamfilter@3.0.0,streamfilter@3.0.0,NA,NA
NA,string-width@1.0.2,string-width@1.0.2,NA,NA
NA,string_decoder@1.1.1,string_decoder@1.1.1,NA,NA
NA,strip-ansi@3.0.1,strip-ansi@3.0.1,NA,NA
NA,strip-bom@2.0.0,strip-bom@2.0.0,NA,NA
NA,summernote@0.8.20,summernote@0.8.20,NA,NA
NA,sver-compat@1.5.0,sver-compat@1.5.0,NA,NA
NA,sweetalert2@11.4.26,sweetalert2@11.4.26,NA,NA
NA,swiper@8.3.2,swiper@8.3.2,NA,NA
NA,system.appcontext@4.1.0,NA,NA,NA
NA,system.buffers@4.0.0,NA,NA,NA
NA,system.collections.concurrent@4.0.12,NA,NA,NA
NA,system.collections.concurrent@4.3,NA,NA,NA
NA,system.collections.immutable@6.0,NA,NA,NA
NA,system.collections@4.0.11,NA,NA,NA
NA,system.collections@4.3,NA,NA,NA
NA,system.console@4.0.0,NA,NA,NA
NA,system.diagnostics.debug@4.0.11,NA,NA,NA
NA,system.diagnostics.debug@4.3,NA,NA,NA
NA,system.diagnostics.diagnosticsource@4.0.0,NA,NA,NA
NA,system.diagnostics.diagnosticsource@6.0,NA,NA,NA
NA,system.diagnostics.tools@4.0.1,NA,NA,NA
NA,system.diagnostics.tracing@4.1.0,NA,NA,NA
NA,system.diagnostics.tracing@4.3,NA,NA,NA
NA,system.formats.asn1@6.0,NA,NA,NA
NA,system.globalization.calendars@4.0.1,NA,NA,NA
NA,system.globalization.calendars@4.3,NA,NA,NA
NA,system.globalization.extensions@4.3,NA,NA,NA
NA,system.globalization@4.0.11,NA,NA,NA
NA,system.globalization@4.3,NA,NA,NA
NA,system.identitymodel.tokens.jwt@6.16,NA,NA,NA
NA,system.io.compression.zipfile@4.0.1,NA,NA,NA
NA,system.io.compression@4.1.0,NA,NA,NA
NA,system.io.filesystem.primitives@4.0.1,NA,NA,NA
NA,system.io.filesystem.primitives@4.3,NA,NA,NA
NA,system.io.filesystem@4.0.1,NA,NA,NA
NA,system.io.filesystem@4.3,NA,NA,NA
NA,system.io@4.1.0,NA,NA,NA
NA,system.io@4.3,NA,NA,NA
NA,system.linq.expressions@4.1.0,NA,NA,NA
NA,system.linq@4.1.0,NA,NA,NA
NA,system.linq@4.3,NA,NA,NA
NA,system.net.http.winhttphandler@6.0.1,NA,NA,NA
NA,system.net.http@4.1.0,NA,['CVE-2018-8292'],NA
NA,system.net.primitives@4.0.11,NA,NA,NA
NA,system.net.primitives@4.3.1,NA,NA,NA
NA,system.net.sockets@4.1.0,NA,NA,NA
NA,system.objectmodel@4.0.12,NA,NA,NA
NA,system.reactive@5.0,NA,NA,NA
NA,system.reflection.emit.lightweight@4.7,NA,NA,NA
NA,system.reflection.emit@4.7,NA,NA,NA
NA,system.reflection.extensions@4.0.1,NA,NA,NA
NA,system.reflection.primitives@4.0.1,NA,NA,NA
NA,system.reflection.primitives@4.3,NA,NA,NA
NA,system.reflection@4.1.0,NA,NA,NA
NA,system.reflection@4.3,NA,NA,NA
NA,system.resources.resourcemanager@4.0.1,NA,NA,NA
NA,system.resources.resourcemanager@4.3,NA,NA,NA
NA,system.runtime.compilerservices.unsafe@6.0,NA,NA,NA
NA,system.runtime.extensions@4.1.0,NA,NA,NA
NA,system.runtime.extensions@4.3.1,NA,NA,NA
NA,system.runtime.handles@4.0.1,NA,NA,NA
NA,system.runtime.handles@4.3,NA,NA,NA
NA,system.runtime.interopservices.runtimeinformation@4.0.0,NA,NA,NA
NA,system.runtime.interopservices@4.1.0,NA,NA,NA
NA,system.runtime.interopservices@4.3,NA,NA,NA
NA,system.runtime.numerics@4.0.1,NA,NA,NA
NA,system.runtime.numerics@4.3,NA,NA,NA
NA,system.runtime@4.1.0,NA,NA,NA
NA,system.runtime@4.3.1,NA,NA,NA
NA,system.security.cryptography.algorithms@4.2.0,NA,NA,NA
NA,system.security.cryptography.algorithms@4.3.1,NA,NA,NA
NA,system.security.cryptography.cng@5.0,NA,NA,NA
NA,system.security.cryptography.csp@4.3,NA,NA,NA
NA,system.security.cryptography.encoding@4.0.0,NA,NA,NA
NA,system.security.cryptography.encoding@4.3,NA,NA,NA
NA,system.security.cryptography.openssl@5.0,NA,NA,NA
NA,system.security.cryptography.pkcs@6.0.1,NA,NA,NA
NA,system.security.cryptography.primitives@4.0.0,NA,NA,NA
NA,system.security.cryptography.primitives@4.3,NA,NA,NA
NA,system.security.cryptography.protecteddata@6.0,NA,NA,NA
NA,system.security.cryptography.x509certificates@4.1.0,NA,['CVE-2017-11770'],NA
NA,system.security.cryptography.x509certificates@4.3.2,NA,NA,NA
NA,system.text.encoding.extensions@4.0.11,NA,NA,NA
NA,system.text.encoding@4.0.11,NA,NA,NA
NA,system.text.encoding@4.3,NA,NA,NA
NA,system.text.encodings.web@6.0,NA,NA,NA
NA,system.text.json@6.0.3,NA,NA,NA
NA,system.text.regularexpressions@4.1.0,NA,['CVE-2019-0820'],NA
NA,system.threading.tasks.extensions@4.0.0,NA,NA,NA
NA,system.threading.tasks@4.0.11,NA,NA,NA
NA,system.threading.tasks@4.3,NA,NA,NA
NA,system.threading.timer@4.0.1,NA,NA,NA
NA,system.threading@4.0.11,NA,NA,NA
NA,system.threading@4.3,NA,NA,NA
NA,system.valuetuple@4.5,NA,NA,NA
NA,system.xml.readerwriter@4.0.11,NA,NA,NA
NA,system.xml.xdocument@4.0.11,NA,NA,NA
NA,tempusdominus-bootstrap-4@5.39.0,tempusdominus-bootstrap-4@5.39.0,NA,NA
NA,tempusdominus-core@5.19.0,tempusdominus-core@5.19.0,NA,NA
NA,thoth.fetch@3.0.1,NA,NA,NA
NA,thoth.json@6.0,NA,NA,NA
NA,through2-filter@3.0.0,through2-filter@3.0.0,NA,NA
NA,through2@2.0.5,through2@2.0.5,NA,NA
NA,through2@3.0.2,through2@3.0.2,NA,NA
NA,through@2.3.8,through@2.3.8,NA,NA
NA,time-stamp@1.1.0,time-stamp@1.1.0,NA,NA
NA,tiny-inflate@1.0.3,tiny-inflate@1.0.3,NA,NA
NA,tinymce-langs@1.0.0,tinymce-langs@1.0.0,NA,NA
NA,tinymce@5.10.7,tinymce@5.10.7,NA,NA
NA,to-absolute-glob@2.0.2,to-absolute-glob@2.0.2,NA,NA
NA,to-object-path@0.3.0,to-object-path@0.3.0,NA,NA
NA,to-regex-range@2.1.1,to-regex-range@2.1.1,NA,NA
NA,to-regex-range@5.0.1,to-regex-range@5.0.1,NA,NA
NA,to-regex@3.0.2,to-regex@3.0.2,NA,NA
NA,to-through@2.0.0,to-through@2.0.0,NA,NA
NA,toastr@2.1.4,toastr@2.1.4,NA,NA
NA,type-check@0.3.2,type-check@0.3.2,NA,NA
NA,type@1.2.0,type@1.2.0,NA,NA
NA,type@2.0.0,type@2.0.0,NA,NA
NA,typeahead.js@0.11.1,typeahead.js@0.11.1,NA,NA
NA,typedarray@0.0.6,typedarray@0.0.6,NA,NA
NA,unc-path-regex@0.1.2,unc-path-regex@0.1.2,NA,NA
NA,undertaker-registry@1.0.1,undertaker-registry@1.0.1,NA,NA
NA,undertaker@1.2.1,undertaker@1.2.1,NA,NA
NA,unicode-properties@1.4.1,unicode-properties@1.4.1,NA,NA
NA,unicode-trie@2.0.0,unicode-trie@2.0.0,NA,NA
NA,union-value@1.0.1,union-value@1.0.1,NA,NA
NA,unique-stream@2.3.1,unique-stream@2.3.1,NA,NA
NA,universalify@2.0.0,universalify@2.0.0,NA,NA
NA,unset-value@1.0.0,unset-value@1.0.0,NA,NA
NA,upath@1.2.0,upath@1.2.0,NA,NA
NA,uplot@1.6.18,uplot@1.6.18,NA,NA
NA,urix@0.1.0,urix@0.1.0,NA,NA
NA,use@3.1.1,use@3.1.1,NA,NA
NA,utf8json@1.3.7,NA,NA,NA
NA,util-deprecate@1.0.2,util-deprecate@1.0.2,NA,NA
NA,v8flags@3.2.0,v8flags@3.2.0,NA,NA
NA,validate-npm-package-license@3.0.4,validate-npm-package-license@3.0.4,NA,NA
NA,value-or-function@3.0.0,value-or-function@3.0.0,NA,NA
NA,vinyl-fs@3.0.3,vinyl-fs@3.0.3,NA,NA
NA,vinyl-sourcemap@1.1.0,vinyl-sourcemap@1.1.0,NA,NA
NA,vinyl@2.2.0,vinyl@2.2.0,NA,NA
NA,which-module@1.0.0,which-module@1.0.0,NA,NA
NA,which@1.3.1,which@1.3.1,NA,NA
NA,word-wrap@1.2.3,word-wrap@1.2.3,['CVE-2023-26115'],NA
NA,wrap-ansi@2.1.0,wrap-ansi@2.1.0,NA,NA
NA,wrappy@1.0.2,wrappy@1.0.2,NA,NA
NA,xmldoc@1.2.0,xmldoc@1.2.0,NA,NA
NA,xtend@4.0.2,xtend@4.0.2,NA,NA
NA,y18n@3.2.2,y18n@3.2.2,NA,NA
NA,yargs-parser@5.0.0-security.0,yargs-parser@5.0.0-security.0,NA,NA
NA,yargs@7.1.1,yargs@7.1.1,NA,NA
NA,yauzl@2.10.0,yauzl@2.10.0,NA,NA
NA,yazl@2.5.1,yazl@2.5.1,NA,NA
NA,NA,cldr-core@36.0.0,NA,NA
NA,NA,file-uploader@5.16.2,NA,NA
NA,NA,jqueryui-touch-punch@0.2.3,NA,NA
NA,NA,select2@4.1.0-rc.0,NA,NA
NA,NA,dh.templates.mvc.base@1.0.0,NA,NA
NA,NA,excss@4.2.3,NA,NA
NA,NA,harfbuzzsharp@7.3.0,NA,NA
NA,NA,harfbuzzsharp.nativeassets.win32@7.3.0,NA,NA
NA,NA,harfbuzzsharp.nativeassets.macos@7.3.0,NA,NA
NA,NA,shimskiasharp@1.0.0.3,NA,NA
NA,NA,skiasharp@2.88.6,NA,NA
NA,NA,skiasharp.harfbuzz@2.88.6,NA,NA
NA,NA,skiasharp.nativeassets.linux.nodependencies@2.88.6,NA,NA
NA,NA,skiasharp.nativeassets.win32@2.88.6,NA,NA
NA,NA,skiasharp.nativeassets.macos@2.88.6,NA,NA
NA,NA,svg.custom@1.0.0.3,NA,NA
NA,NA,svg.model@1.0.0.3,NA,NA
NA,NA,svg.skia@1.0.0.3,NA,NA
NA,NA,bruno-canada/ups-soap-easytracking@dev-master,NA,NA
